Wavelength (nm)	327 C-40.abs
543.40	0.065764
543.60	0.064767
543.80	0.063771
544.00	0.062177
544.20	0.060782
544.40	0.059387
544.60	0.058390
544.80	0.056995
545.00	0.055600
545.20	0.054604
545.40	0.053408
545.60	0.052213
545.80	0.050220
546.00	0.049223
546.20	0.048227
546.40	0.047031
546.60	0.046035
546.80	0.045039
547.00	0.044241
547.20	0.043046
547.40	0.042049
547.60	0.040654
547.80	0.039658
548.00	0.038661
548.20	0.037864
548.40	0.037067
548.60	0.036270
548.80	0.035274
549.00	0.034477
549.20	0.033879
549.40	0.032882
549.60	0.032284
549.80	0.031886
550.00	0.031089
550.20	0.030690
550.40	0.029893
550.60	0.029295
550.80	0.028897
551.00	0.027900
551.20	0.027502
551.40	0.027103
551.60	0.026705
551.80	0.026306
552.00	0.025907
552.20	0.025509
552.40	0.025310
552.60	0.025110
552.80	0.024712
553.00	0.024512
553.20	0.024313
553.40	0.024114
553.60	0.023915
553.80	0.023715
554.00	0.023715
554.20	0.023516
554.40	0.023317
554.60	0.023317
554.80	0.023117
555.00	0.023117
555.20	0.023117
555.40	0.023117
555.60	0.022918
555.80	0.022918
556.00	0.022918
556.20	0.022918
556.40	0.022719
556.60	0.022719
556.80	0.022520
557.00	0.022520
557.20	0.022520
557.40	0.022320
557.60	0.022121
557.80	0.022121
558.00	0.021922
558.20	0.021722
558.40	0.021722
558.60	0.021523
558.80	0.021324
559.00	0.021324
559.20	0.020925
559.40	0.020925
559.60	0.020527
559.80	0.020327
560.00	0.020128
560.20	0.019929
560.40	0.019730
560.60	0.019530
560.80	0.019331
561.00	0.019132
561.20	0.018933
561.40	0.018933
561.60	0.018534
561.80	0.018335
562.00	0.018335
562.20	0.018135
562.40	0.017936
562.60	0.017737
562.80	0.017538
563.00	0.017338
563.20	0.017338
563.40	0.017139
563.60	0.016940
563.80	0.016740
564.00	0.016541
564.20	0.016342
564.40	0.016342
564.60	0.016143
564.80	0.015943
565.00	0.015744
565.20	0.015545
565.40	0.015545
565.60	0.015345
565.80	0.014947
566.00	0.014748
566.20	0.014548
566.40	0.014349
566.60	0.014150
566.80	0.013950
567.00	0.013751
567.20	0.013751
567.40	0.013552
567.60	0.013353
567.80	0.013153
568.00	0.012954
568.20	0.012755
568.40	0.012555
568.60	0.012356
568.80	0.012157
569.00	0.011958
569.20	0.011958
569.40	0.011559
569.60	0.011360
569.80	0.011160
570.00	0.011160
570.20	0.010961
570.40	0.010961
570.60	0.010762
570.80	0.010563
571.00	0.010563
571.20	0.010363
571.40	0.010164
571.60	0.010164
571.80	0.0099648
572.00	0.0099648
572.20	0.0097655
572.40	0.0097655
572.60	0.0097655
572.80	0.0095662
573.00	0.0095662
573.20	0.0093670
573.40	0.0095662
573.60	0.0091677
573.80	0.0093670
574.00	0.0093670
574.20	0.0091677
574.40	0.0091677
574.60	0.0091677
574.80	0.0091677
575.00	0.0091677
575.20	0.0089684
575.40	0.0089684
575.60	0.0089684
575.80	0.0089684
576.00	0.0087691
576.20	0.0089684
576.40	0.0089684
576.60	0.0089684
576.80	0.0087691
577.00	0.0087691
577.20	0.0087691
577.40	0.0087691
577.60	0.0087691
577.80	0.0087691
578.00	0.0085698
578.20	0.0085698
578.40	0.0085698
578.60	0.0085698
578.80	0.0085698
579.00	0.0085698
579.20	0.0085698
579.40	0.0085698
579.60	0.0083705
579.80	0.0083705
580.00	0.0083705
580.20	0.0083705
580.40	0.0083705
580.60	0.0081713
580.80	0.0081713
581.00	0.0083705
581.20	0.0081713
581.40	0.0081713
581.60	0.0081713
581.80	0.0081713
582.00	0.0081713
582.20	0.0081713
582.40	0.0081713
582.60	0.0081713
582.80	0.0079720
583.00	0.0081713
583.20	0.0079720
583.40	0.0079720
583.60	0.0079720
583.80	0.0079720
584.00	0.0079720
584.20	0.0079720
584.40	0.0079720
584.60	0.0079720
584.80	0.0077727
585.00	0.0079720
585.20	0.0077727
585.40	0.0077727
585.60	0.0077727
585.80	0.0077727
586.00	0.0077727
586.20	0.0077727
586.40	0.0077727
586.60	0.0077727
586.80	0.0077727
587.00	0.0079720
587.20	0.0077727
587.40	0.0077727
587.60	0.0077727
587.80	0.0079720
588.00	0.0079720
588.20	0.0079720
588.40	0.0081713
588.60	0.0081713
588.80	0.0081713
589.00	0.0081713
589.20	0.0081713
589.40	0.0083705
589.60	0.0083705
589.80	0.0083705
590.00	0.0085698
590.20	0.0087691
590.40	0.0087691
590.60	0.0087691
590.80	0.0089684
591.00	0.0089684
591.20	0.0091677
591.40	0.0093670
591.60	0.0093670
591.80	0.0095662
592.00	0.0095662
592.20	0.0097655
592.40	0.0097655
592.60	0.0099648
592.80	0.0099648
593.00	0.010363
593.20	0.010563
593.40	0.010563
593.60	0.010762
593.80	0.010961
594.00	0.011160
594.20	0.011360
594.40	0.011559
594.60	0.011559
594.80	0.011758
595.00	0.012157
595.20	0.012356
595.40	0.012555
595.60	0.012954
595.80	0.013153
596.00	0.013153
596.20	0.013751
596.40	0.014150
596.60	0.014349
596.80	0.014748
597.00	0.015146
597.20	0.015545
597.40	0.015744
597.60	0.016342
597.80	0.016940
598.00	0.017338
598.20	0.017936
598.40	0.018335
598.60	0.018933
598.80	0.019331
599.00	0.019929
599.20	0.020527
599.40	0.021523
599.60	0.022121
599.80	0.022719
600.00	0.023516
600.20	0.024114
600.40	0.024712
600.60	0.025310
600.80	0.026505
601.00	0.027103
601.20	0.027502
601.40	0.028299
601.60	0.029096
601.80	0.029893
602.00	0.030491
602.20	0.031288
602.40	0.032085
602.60	0.032683
602.80	0.033480
603.00	0.034078
603.20	0.034676
603.40	0.035074
603.60	0.035672
603.80	0.036469
604.00	0.036868
604.20	0.037266
604.40	0.037864
604.60	0.038263
604.80	0.038861
605.00	0.039259
605.20	0.039658
605.40	0.040256
605.60	0.040654
605.80	0.041053
606.00	0.041451
606.20	0.041850
606.40	0.042049
606.60	0.042448
606.80	0.042846
607.00	0.043245
607.20	0.043444
607.40	0.043644
607.60	0.044042
